Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir /app/locale with glob **/*.mo.
Watching dir /app/taskmanager/tasks/locale with glob **/*.mo.
File /usr/local/lib/python3.10/concurrent/futures/thread.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/features.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/request.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/management/commands/runserver.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/futures.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/middleware.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/wsgiref/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py first seen with mtime 1742674086.0
(0.012) 
            SELECT
                c.relname,
                CASE
                    WHEN c.relispartition THEN 'p'
                    WHEN c.relkind IN ('m', 'v') THEN 'v'
                    ELSE 't'
                END,
                obj_description(c.oid, 'pg_class')
            FROM pg_catalog.pg_class c
            LEFT JOIN pg_catalog.pg_namespace n ON n.oid = c.relnamespace
            WHERE c.relkind IN ('f', 'm', 'p', 'r', 'v')
                AND n.nspname NOT IN ('pg_catalog', 'pg_toast')
                AND pg_catalog.pg_table_is_visible(c.oid)
        ; args=None; alias=default
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/wsgi.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/headerregistry.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/threads.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/forms/widgets.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/_weakrefset.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/psycopg_any.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/lib-dynload/_struct.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/dispatch/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/admin.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/encodings/aliases.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/apps/config.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/constants.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/asyncio/coroutines.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/operations.py first seen with mtime 1742674086.0
(0.001) SELECT "django_migrations"."id", "django_migrations"."app", "django_migrations"."name", "django_migrations"."applied" FROM "django_migrations"; args=(); alias=default
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_urls.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/requests.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/tempfile.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/heapq.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/sqlparse/filters/right_margin.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/copyreg.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/sql/query.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/utils/lorem_ipsum.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/schema.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/base64.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/signals.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/dates.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/base_user.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/serializers/json.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/ntpath.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/template/response.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/validators.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/asgiref/__init__.py first seen with mtime 1742674084.0
File /usr/local/lib/python3.10/site-packages/django/db/migrations/exceptions.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/decimal.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/http/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/urllib/request.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/urls/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/timesince.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/http/cookies.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/email/_parseaddr.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/message.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_random.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260526.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/tz.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/fields/related.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/html/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/contenttypes/management/__init__.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/glob.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/messages/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/auth/admin.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/features.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_psycopg.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/selectors.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/contrib/sites/shortcuts.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/manager.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/socket.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/postgresql/client.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/__init__.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/sqlparse/tokens.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/sites.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/backends/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/ddl_references.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/template/context.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/query_utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/colorama/win32.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/core/files/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/urls/converters.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/wsgiref/util.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_zoneinfo.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260527.0
File /usr/local/lib/python3.10/site-packages/django/core/management/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/encodings/utf_8.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/base/operations.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/backends/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/renderers.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/codecs.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/lib-dynload/_pickle.cpython-310-aarch64-linux-gnu.so first seen with mtime 1742260531.0
File /usr/local/lib/python3.10/site-packages/django/views/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/mime/text.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/files/storage/memory.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/encodings/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/cache/backends/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/exceptions.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/http.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/forms/boundfield.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/email/generator.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/asyncio/staggered.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/views/generic/list.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/statement_splitter.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/colorama/winterm.py first seen with mtime 1742674082.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/helpers.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/db/models/base.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/collections/__init__.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/_sitebuiltins.py first seen with mtime 1742260550.0
File /usr/local/lib/python3.10/site-packages/django/core/signing.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/db/models/enums.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/extras.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/core/files/uploadhandler.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/core/files/utils.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/http/cookie.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/urls/conf.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/psycopg2/_ipaddress.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/sqlparse/engine/filter_stack.py first seen with mtime 1742674081.0
File /usr/local/lib/python3.10/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1742674085.0
File /usr/local/lib/python3.10/site-packages/django/utils/translation/__init__.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/utils/version.py first seen with mtime 1742674086.0
File /usr/local/lib/python3.10/site-packages/django/templatetags/static.py first seen with mtime 1742674086.0
